h,ηr,Ω,ψ
-35.61991157365007,0.8477550010321128,111.23314477576743,-0.7872530542518003
-34.61991157365007,0.8702479693945769,322.7381587405648,-0.8958247060593609
-33.61991157365007,0.9374002292014433,4.507949412623656,1.1172336354017913
-31.61991157365007,0.965233250569074,1.9242043875364832,1.3197024023558697
-30.61991157365007,0.965233250569074,1.9242043875364832,1.3197024023558697
-29.61991157365007,0.929993013404993,703.5569220674465,0.7030284363548459
-28.61991157365007,0.8539103843998885,197.0082211562916,0.5011738987088676
-27.61991157365007,0.8402010616975747,237.76783387243916,0.7592895779498775
-26.61991157365007,0.8758025407615527,268.9569721389294,0.806226710658483
-25.61991157365007,0.8758025407615527,268.9569721389294,0.806226710658483
-24.61991157365007,0.8520082978839368,250.44408791207266,0.9964957686291332
-23.61991157365007,0.8270276553915955,256.21968020744174,1.100986261348639
-22.61991157365007,0.8270276553915955,256.21968020744174,1.100986261348639
-21.61991157365007,0.8469531104403362,193.8066353058806,1.1601838780607647
-20.61991157365007,0.8469531104403362,193.8066353058806,1.1601838780607647
-19.61991157365007,0.7734045249153995,198.8068261421446,1.4433779923346781
-18.61991157365007,0.7151237564515346,150.46917947573763,1.3033664472790323
-17.61991157365007,0.6630570071010635,140.5970389575051,1.3215601439267761
-16.61991157365007,0.6508491810839996,128.95710567861735,1.4835378384784024
-15.619911573650072,0.6508491810839996,128.95710567861735,1.4835378384784024
-14.619911573650072,0.6740088224877988,191.6695929056107,1.1993298924232196
-13.619911573650072,0.7155221865485636,108.17053303921269,-0.7710518493956985
-12.619911573650072,0.5579068232317033,112.80140695032817,-1.0352419989364532
-11.619911573650072,0.9036557797715229,65.652961614502,-0.14646981884502708
-10.619911573650072,0.9036557797715229,65.652961614502,-0.14646981884502708
-9.619911573650072,0.9524042344480965,10.750231165241203,0.2647910035192456
-8.619911573650072,0.9685883060748101,4579.894659730282,0.911859639042699
-7.6199115736500715,0.9685883060748101,4579.894659730282,0.911859639042699
-6.6199115736500715,0.9815764513226354,3342.9726705155804,0.9778798225258843
-5.6199115736500715,0.9815764513226354,3342.9726705155804,0.9778798225258843
-4.6199115736500715,0.9806421463047404,3478.364026489684,0.99336615864884
-3.6199115736500715,0.9730117383630306,3006.6717038953343,0.9962164779904472
-2.6199115736500715,0.9711046917875208,2696.896778891275,1.0316945763515368
-1.6199115736500715,0.9711046917875208,2696.896778891275,1.0316945763515368
-0.6199115736500715,0.9692258329862715,2684.567964480036,1.0448064476197414
0.38008842634992845,0.9308830978585989,2599.3596900476214,1.0253628559858026
1.3800884263499285,0.9046977693878272,82.92788232948985,-1.2336542899086045
2.3800884263499285,0.8632109901570945,75.95378480424789,-1.1832929285229121
3.3800884263499285,0.8365880338843871,63.52662042244693,-0.8695659375728662
4.3800884263499285,0.8365880338843871,63.52662042244693,-0.8695659375728662
5.3800884263499285,0.890335162224299,53.97066286142335,-0.547133267888412
6.3800884263499285,0.8894577274191076,61.76476837898769,-0.44583242488620367
7.3800884263499285,0.8894577274191076,61.76476837898769,-0.44583242488620367
8.380088426349928,0.8747240102483703,52.06128093566901,-0.19906256244145185
9.380088426349928,0.8886180474126303,71.60713365819223,0.05027327527036458
10.380088426349928,0.9068028172431746,2412.034315233265,1.078590111933973
11.380088426349928,0.9068028172431746,2412.034315233265,1.078590111933973
12.380088426349928,0.9674671881953553,2675.040149124178,1.026207271439766
13.380088426349928,0.9694868612009234,2649.0712319771615,1.042739065385999
14.380088426349928,0.9694868612009234,2649.0712319771615,1.042739065385999
15.380088426349928,0.9694868612009234,2649.0712319771615,1.042739065385999
16.38008842634993,0.9887326894511277,3630.790078015559,1.0927336185653125
17.38008842634993,0.9811829675735763,3355.0778528090163,1.0819258410415407
18.38008842634993,0.9830431412921622,3251.1916734125157,1.099315260265082
19.38008842634993,0.9717812213838899,4415.717467297974,1.1582061078885408
20.38008842634993,0.9364495161949434,60.232174967577386,-1.4168743218604296
21.38008842634993,0.9364495161949434,60.232174967577386,-1.4168743218604296
22.38008842634993,0.8965226247773748,61.39694437671269,-0.9204589587113599
23.38008842634993,0.8965226247773748,61.39694437671269,-0.9204589587113599
24.38008842634993,0.6133532049161803,116.419128293429,0.002306238099764529
25.38008842634993,0.6133532049161803,116.419128293429,0.002306238099764529
26.38008842634993,0.6252445909163823,139.22126719301227,0.37096275765019804
27.38008842634993,0.7173381065705444,154.28998991009956,0.518648917148347
28.38008842634993,0.7173381065705444,154.28998991009956,0.518648917148347
29.38008842634993,0.732960025390671,165.62058865610274,0.6686216464984914
30.38008842634993,0.8000339707430425,311.2873145853647,0.5507985405480562
31.38008842634993,0.7973642008401498,195.92829137788485,0.5842554592439173
32.38008842634993,0.8290777473857281,187.63521801379,0.711099982001699
33.38008842634993,0.8569893106473238,203.33035952600798,0.8114320921680441
34.38008842634993,0.8339586664624034,281.26427053225575,0.8691132537941614
35.38008842634993,0.8339586664624034,281.26427053225575,0.8691132537941614
36.38008842634993,0.8272014857168338,214.68267668241623,0.868711069508524
37.38008842634993,0.8708025556530308,295.6463078216506,1.1346279051734183
38.38008842634993,0.8708025556530308,295.6463078216506,1.1346279051734183
39.38008842634993,0.8736599932772232,237.53823910624533,1.0970380917063733
40.38008842634993,0.8997436542163626,198.88614384779314,1.1879876948748347
41.38008842634993,0.9428573995882386,2.3744418320885763,0.22313491632899307
42.38008842634993,0.8825742564667983,18.78330840170323,0.3072710851137591
43.38008842634993,0.9805089859586319,4.854904335022242,0.5330995961575226
44.38008842634993,0.9432140368129452,10.84128913989426,0.7873616563151162
45.38008842634993,0.9432140368129452,10.84128913989426,0.7873616563151162
46.38008842634993,0.9432140368129452,10.84128913989426,0.7873616563151162
47.38008842634993,0.8121097577140266,209.6762356693942,-0.3729787375787261
