pdb_id,mean_ηr,mean_Ω,std_ηr,len
1CQO.cif,0.8867558120499002,98.20644004347734,0.024212204214294066,36.073319003931914
1CQT.cif,0.9124215324964734,975.0884298838231,0.03521754887091208,73.0240643866843
1CR3.cif,0.9075705859403751,89.46672990098374,0.07437190715088034,46.05485302852463
1CVX.cif,0.916336180931547,54.47841358419441,0.05204481832148487,32.17237116995331
1CVY.cif,0.9292684110919905,31.46371009971121,0.03384482573066928,31.421944429934925
1D02.cif,0.9514451502289907,26.995047681604614,0.004919715453763105,36.50598130108998
1D0E.cif,0.8383569851460614,109.85213671586877,0.09022750751370771,37.20816735154369
1D1U.cif,0.913426546218824,90.6439404290802,0.0398224041293518,32.08124845477342
1D24.cif,0.9665060411020606,22.703010866628336,0.01623307010804299,18.042594489944854
1D27.cif,0.9202455110383188,62.03199655359676,0.037252519975316443,38.790832521514716
1D28.cif,0.9331909794233535,40.33785798158799,0.02191848915207025,38.78461137729438
1D29.cif,0.9258542346983317,47.34573270049621,0.04035299665069011,39.11133017680133
1D2I.cif,0.934113790828955,76.6809018893239,0.0324481506185523,51.89707425541455
1D30.cif,0.9288906957623133,58.44234013780706,0.03870468075085552,39.18691215535054
1D31.cif,0.9372009300828155,41.64807503616911,0.05435057531834312,41.24804606687572
1D39.cif,0.9657348701918828,21.603955267008114,0.02062191543779087,17.82402440456203
1D3U.cif,0.8699206069072704,166.84592373063455,0.0713078328523602,67.17535519339447
1D3X.cif,0.8331649801641416,169.056497888614,0.14408387845657053,27.428529440493143
1D41.cif,0.9660724451086345,21.46383012102898,0.011739357882570396,17.61893069009379
1D42.cif,0.9027934126395804,87.65749205893961,0.05671761537121529,25.540077422282135
1D57.cif,0.9092598336178288,58.04492297320467,0.036335595718451914,29.359664314135113
1D63.cif,0.9269580515247698,61.145268416070735,0.04106962473740371,38.61787504252029
1D64.cif,0.9252577817703642,52.91915611983602,0.03961387244316615,38.98588137404745
1D65.cif,0.9201147418402164,63.315913558420135,0.03396333382470835,38.20570658976408
1D66.cif,0.9396429749696019,38.77284286398644,0.027193081511867303,61.8864871277143
1D68.cif,0.8614629572723478,117.86955200195345,0.06192675568347398,31.143957254562757
1D69.cif,0.8724908956769314,43.42642852575825,0.10070256048540736,34.41063065469801
1D6D.cif,0.5848386276170394,81.65405172586665,0.10832490454383364,26.992207565594445
1D75.cif,0.9239081955132267,51.76049341928397,0.03566325482654888,38.30810470810164
1D77.cif,0.9258507061921057,59.20046528348433,0.03858498650884797,39.23115413282596
1D80.cif,0.9236182215432797,66.51147444884089,0.03768531821719617,38.95710519699269
1D81.cif,0.9229776043890399,62.78384768438946,0.035557447655128756,38.47037847281817
1D83.cif,0.9088674669568894,133.5913440005003,0.05831830939547313,32.0522801462067
1D86.cif,0.9317411300006795,54.75756326902181,0.03866374829466991,38.79160441806587
1D89.cif,0.8403315960935597,118.9680112221285,0.10519727362184783,106.36829481744147
1D90.cif,0.8274757912810365,170.06718168898402,0.03747237682013662,30.097888121742297
1D98.cif,0.9210978358204063,56.21223213575411,0.04127722911237352,39.36650655497607
1D9R.cif,0.8411737457778861,32.97473993679877,0.15332143637312518,33.70619730561924
1DA4.cif,0.9481269003461996,31.64127065611781,0.020105733696489568,41.71680738743224
1DA5.cif,0.9326717501277193,57.67606384771052,0.030328105355338326,38.387220003965695
1DC0.cif,0.9000840330215004,164.55619624975347,0.0668387560770105,39.38941473407252
1DDP.cif,0.9538631976805049,81.26373388810657,0.02752604068042374,31.354310918282692
1DE9.cif,0.8533398369640975,329.09604621754744,0.09277118324847354,104.94558630479246
1DGO.cif,0.7112685754461059,78.67552522732653,0.3376142159166049,28.333195427304233
1DH3.cif,0.9487465765336852,36.24676782955965,0.017975475333243958,72.67142447945041
1DIZ.cif,0.870602671191156,192.01285470920945,0.07477916654157875,110.84856205793152
1DJ6.cif,0.9675822557286756,21.221329938263352,0.01565151093783196,18.210279359590086
1DK6.cif,0.8586102051576905,114.58521418126082,0.02712029326098606,28.999495553992784
1DL4.cif,0.9307297911823904,60.02593458559986,0.034327030791020896,37.238506674157975
1DN4.cif,0.9674248068918582,21.939739456517284,0.010843053299114877,17.545502949040653
1DN6.cif,0.8051495377300925,143.33225748675395,0.05693180737295717,35.022011919384205
1DNE.cif,0.9221326686679614,73.72799078896688,0.04355710851331531,38.96634550368792
